,Hospitals,Hotels
322,Fortis Healthcare Limited,"ISO DETAILS
- Not Available -"
323,Fortis Healthcare Limited,"LANGUAGES
* Arabic
* English
* French
* Japanese
* Russian
* Bangla
* Spanish"
324,Fortis Healthcare Limited,"CERTIFICATES
* JCI
* NABH
* NABL"
325,Fortis Healthcare Limited,"ROOMS
* Multiple Beds"
326,Fortis Healthcare Limited,
327,Fortis Healthcare Limited,
328,Fortis Healthcare Limited,
329,Fortis Healthcare Limited,
330,Fortis Healthcare Limited,
331,Fortis Healthcare Limited,
332,Fortis Healthcare Limited,
333,Fortis Healthcare Limited,
334,Fortis Healthcare Limited,
335,Fortis Healthcare Limited,
336,Fortis Healthcare Limited,
337,Fortis Healthcare Limited,
338,Fortis Healthcare Limited,
339,Fortis Healthcare Limited,
340,Fortis Healthcare Limited,
341,Fortis Healthcare Limited,
342,Fortis Healthcare Limited,
343,Fortis Healthcare Limited,
344,Fortis Healthcare Limited,
345,Fortis Healthcare Limited,
346,Fortis Healthcare Limited,
347,Fortis Healthcare Limited,
348,Fortis Healthcare Limited,
349,Fortis Healthcare Limited,
350,Fortis Healthcare Limited,
351,Fortis Healthcare Limited,
352,Fortis Healthcare Limited,
353,Fortis Healthcare Limited,
354,Fortis Healthcare Limited,
355,Fortis Healthcare Limited,
356,Fortis Healthcare Limited,
357,Fortis Healthcare Limited,"HOTEL'S NAME:
OYO X 325 Hotel Prakash Habitat Gurgaon
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
18
PRICE RANGE (INR):
1800
PRICE RANGE (USD):
21
HOTELS LINK:
oyorooms.com"
358,Fortis Healthcare Limited,"HOTEL'S NAME:
Clarens Hotel
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
32
PRICE RANGE (INR):
5100
PRICE RANGE (USD):
71
HOTELS LINK:
clarenshotel.com"
359,Fortis Healthcare Limited,"SIGHT'S NAME:
Kingdom Of Dreams
SIGHTS' ADDRESS:
Auditorium Complex, Near IFFCO Metro Station, Sector 29, Gurugram, Haryana 122001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
2.0
CONNECTIVITY:
Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
360,Fortis Healthcare Limited,"MARKET NAME:
City Center, Sector 29 Market
MARKET IS KNOWN FOR:
Drinks,Food, Etc.
RESTURANTS IN MARKET PLACE:
Indian, Continental, Chinese Japanese Italian, Greek Fine Dining
RELIGIOUS PLACES IN MARKET:
Shiv Mandir"
361,Artemis Hospital,"APPOINTMENT LINK
https://artemis.healthplug.in/#/home/index"
362,Artemis Hospital,"INTERNATIONAL CUISINES
- Not Available -"
363,Artemis Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
364,Artemis Hospital,"ISO DETAILS
ISO 27001:2013 For Information Security Management System"
365,Artemis Hospital,"LANGUAGES
- Not Available -"
366,Artemis Hospital,"CERTIFICATES
* JCI
* NABH
* NABL
* ISO"
367,Artemis Hospital,"ROOMS
- Not Available -"
368,Artemis Hospital,
369,Artemis Hospital,
370,Artemis Hospital,
371,Artemis Hospital,
372,Artemis Hospital,
373,Artemis Hospital,
374,Artemis Hospital,
375,Artemis Hospital,
376,Artemis Hospital,
377,Artemis Hospital,
378,Artemis Hospital,
379,Artemis Hospital,
380,Artemis Hospital,
381,Artemis Hospital,
382,Artemis Hospital,
383,Artemis Hospital,
384,Artemis Hospital,
385,Artemis Hospital,
386,Artemis Hospital,
387,Artemis Hospital,
388,Artemis Hospital,
389,Artemis Hospital,
390,Artemis Hospital,
391,Artemis Hospital,
392,Artemis Hospital,
393,Artemis Hospital,
394,Artemis Hospital,
395,Artemis Hospital,"HOTEL'S NAME:
Hilton Garden Inn Gurgaon Baani Square
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.5
ROOM COUNT:
50
PRICE RANGE (INR):
4330
PRICE RANGE (USD):
57
HOTELS LINK:
hilton.com"
396,Artemis Hospital,"HOTEL'S NAME:
Keys Lite
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
55
PRICE RANGE (INR):
2350
PRICE RANGE (USD):
31
HOTELS LINK:
keyshotels.com"
397,Artemis Hospital,"SIGHT'S NAME:
Kingdom Of Dreams
SIGHTS' ADDRESS:
Auditorium Complex, Near IFFCO Metro Station, Sector 29, Gurugram, Haryana 122001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
6.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
398,Artemis Hospital,"MARKET NAME:
South City Market
MARKET IS KNOWN FOR:
Grocery
RESTURANTS IN MARKET PLACE:
Casual, Fast Food, Etc.
RELIGIOUS PLACES IN MARKET:
Mandir Masjis, Church"
399,MEDANTA- THE MEDICITY,"APPOINTMENT LINK
www.medanta.org/ips2@medanta.org"
400,MEDANTA- THE MEDICITY,"INTERNATIONAL CUISINES
* Indian
* Continental
* Thai
* Chinese
* Mexican
* French"
401,MEDANTA- THE MEDICITY,"INTERNATIONAL RECOGNITIONS
JCI"
402,MEDANTA- THE MEDICITY,"ISO DETAILS
- Not Available -"
403,MEDANTA- THE MEDICITY,"LANGUAGES
* English
* Arabic
* Chinese
* Portuguese
* Russian
* Bangla
* Pushto
* Oriya
* Tamil
* Malyalam"
404,MEDANTA- THE MEDICITY,"CERTIFICATES
* JCI
* NABH
* NABL
* ISO"
405,MEDANTA- THE MEDICITY,"ROOMS
* Twin Sharing
* Suites
* Deluxe
* Single Room
* Multiple Beds"
406,MEDANTA- THE MEDICITY,
407,MEDANTA- THE MEDICITY,
408,MEDANTA- THE MEDICITY,
409,MEDANTA- THE MEDICITY,
410,MEDANTA- THE MEDICITY,
411,MEDANTA- THE MEDICITY,
412,MEDANTA- THE MEDICITY,
413,MEDANTA- THE MEDICITY,
414,MEDANTA- THE MEDICITY,
415,MEDANTA- THE MEDICITY,
416,MEDANTA- THE MEDICITY,
417,MEDANTA- THE MEDICITY,
418,MEDANTA- THE MEDICITY,
419,MEDANTA- THE MEDICITY,
420,MEDANTA- THE MEDICITY,
421,MEDANTA- THE MEDICITY,
422,MEDANTA- THE MEDICITY,
423,MEDANTA- THE MEDICITY,
424,MEDANTA- THE MEDICITY,
425,MEDANTA- THE MEDICITY,
426,MEDANTA- THE MEDICITY,
427,MEDANTA- THE MEDICITY,
428,MEDANTA- THE MEDICITY,
429,MEDANTA- THE MEDICITY,
430,MEDANTA- THE MEDICITY,
431,MEDANTA- THE MEDICITY,
432,MEDANTA- THE MEDICITY,
433,MEDANTA- THE MEDICITY,
434,MEDANTA- THE MEDICITY,
435,MEDANTA- THE MEDICITY,
436,MEDANTA- THE MEDICITY,
437,MEDANTA- THE MEDICITY,
438,MEDANTA- THE MEDICITY,
439,MEDANTA- THE MEDICITY,
440,MEDANTA- THE MEDICITY,
441,MEDANTA- THE MEDICITY,
442,MEDANTA- THE MEDICITY,
443,MEDANTA- THE MEDICITY,
444,MEDANTA- THE MEDICITY,
445,MEDANTA- THE MEDICITY,
446,MEDANTA- THE MEDICITY,
447,MEDANTA- THE MEDICITY,
448,MEDANTA- THE MEDICITY,
449,MEDANTA- THE MEDICITY,
450,MEDANTA- THE MEDICITY,
451,MEDANTA- THE MEDICITY,
452,MEDANTA- THE MEDICITY,
453,MEDANTA- THE MEDICITY,
454,MEDANTA- THE MEDICITY,
455,MEDANTA- THE MEDICITY,
456,MEDANTA- THE MEDICITY,
457,MEDANTA- THE MEDICITY,
458,MEDANTA- THE MEDICITY,"HOTEL'S NAME:
Park Inn
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
40
PRICE RANGE (INR):
3000
PRICE RANGE (USD):
42
HOTELS LINK:
info@parkinn.co.in"
459,MEDANTA- THE MEDICITY,"HOTEL'S NAME:
Platinum Palace
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
40
PRICE RANGE (INR):
700
PRICE RANGE (USD):
10
HOTELS LINK:
n/a"
460,MEDANTA- THE MEDICITY,"SIGHT'S NAME:
Taj Mahal
SIGHTS' ADDRESS:
Agra, Uttar Pradesh
SIGHT DISTANCE FROM HOSPITAL (IN KM):
250.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
461,MEDANTA- THE MEDICITY,"SIGHT'S NAME:
Kingdom Of Dreams
SIGHTS' ADDRESS:
Auditorium Complex, Near IFFCO Metro Station, Sector 29, Gurugram, Haryana 122001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
6.8
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
462,MEDANTA- THE MEDICITY,"MARKET NAME:
Central Mall, Gurgaon
MARKET IS KNOWN FOR:
Multiple Items
RESTURANTS IN MARKET PLACE:
Casual, Fast Food, Etc.
RELIGIOUS PLACES IN MARKET:
Mosque"
463,Mayom Hospital,"APPOINTMENT LINK
https://www.mayomhospital.com/"
464,Mayom Hospital,"INTERNATIONAL CUISINES
* French"
465,Mayom Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
466,Mayom Hospital,"ISO DETAILS
11151126608"
467,Mayom Hospital,"LANGUAGES
* English
* Arabic
* Russian
* Russian"
468,Mayom Hospital,"CERTIFICATES
* NABH
* ISO"
469,Mayom Hospital,
470,Mayom Hospital,
471,Mayom Hospital,
472,Mayom Hospital,
473,Mayom Hospital,
474,Mayom Hospital,
475,Mayom Hospital,
476,Mayom Hospital,
477,Mayom Hospital,
478,Mayom Hospital,
479,Mayom Hospital,
480,Mayom Hospital,
481,Mayom Hospital,
482,Mayom Hospital,
483,Mayom Hospital,
484,Mayom Hospital,
485,Mayom Hospital,
486,Mayom Hospital,
487,Mayom Hospital,
488,Mayom Hospital,
489,Mayom Hospital,
490,Mayom Hospital,
491,Mayom Hospital,
492,Mayom Hospital,
493,Mayom Hospital,
494,Mayom Hospital,
495,Mayom Hospital,
496,Mayom Hospital,
497,Mayom Hospital,
498,Mayom Hospital,
499,Mayom Hospital,
500,Mayom Hospital,"HOTEL'S NAME:
OYO 357 Amazing Suites Hotel Gurgaon
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
20
PRICE RANGE (INR):
1050
PRICE RANGE (USD):
14
HOTELS LINK:
oyorooms.com"
501,Mayom Hospital,"HOTEL'S NAME:
Excel Inn
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.14
ROOM COUNT:
25
PRICE RANGE (INR):
2020
PRICE RANGE (USD):
27
HOTELS LINK:
- not available -"
502,Mayom Hospital,"SIGHT'S NAME:
Qutub Minar
SIGHTS' ADDRESS:
Seth Sarai, Mehrauli, New Delhi, Delhi 110030
SIGHT DISTANCE FROM HOSPITAL (IN KM):
18.0
CONNECTIVITY:
Metro
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
DMRC
AGENCY WEBSITE:
- not available -
AGENCY CONTACT:
- Not Available -"
503,Mayom Hospital,"MARKET NAME:
South City Arcade
MARKET IS KNOWN FOR:
Tailor, Barber, Fruits, Vegetables, Grocery, Dresses, Etc.
RESTURANTS IN MARKET PLACE:
Casual, Cafe, Fast Dining, Fast Food, Etc.
RELIGIOUS PLACES IN MARKET:
UHOP AG Church (Assembly Of God)"
0,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"APPOINTMENT LINK
www.premsukhhospital.com"
1,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"INTERNATIONAL CUISINES
- Not Available -"
2,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"INTERNATIONAL RECOGNITIONS
CONDUCTED EDUCATIONAL PROGRAM FOR MEDICAL STUDENT"
3,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"ISO DETAILS
ISO 9001 : 2015"
4,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"LANGUAGES
* English"
5,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"CERTIFICATES
* NABH"
6,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"ROOMS
* Multiple Beds"
7,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
8,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
9,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
10,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
11,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
12,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
13,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
14,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
15,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
16,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
17,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
18,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
19,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
20,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
21,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
22,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
23,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
24,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
25,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
26,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
27,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
28,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
29,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
30,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
31,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
32,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
33,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
34,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
35,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
36,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
37,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
38,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
39,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
40,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
41,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
42,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
43,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
44,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
45,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
46,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
47,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
48,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
49,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
50,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
51,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
52,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
53,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
54,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
55,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
56,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
57,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
58,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
59,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
60,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
61,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
62,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
63,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
64,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
65,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
66,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
67,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
68,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
69,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
70,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
71,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
72,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
73,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"HOTEL'S NAME:
North Star Residency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
20
PRICE RANGE (INR):
900
PRICE RANGE (USD):
13
HOTELS LINK:
northstarresidency.in"
74,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"HOTEL'S NAME:
Lakshmi Guest House
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
30
PRICE RANGE (INR):
650
PRICE RANGE (USD):
9
HOTELS LINK:
lakshmiguesthouse.com"
75,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"SIGHT'S NAME:
Clock Tower
SIGHTS' ADDRESS:
Clock Tower, Paltan Bazaar, Dehradun, Uttarakhand 248001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
2.4
CONNECTIVITY:
Taxi
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
76,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"MARKET NAME:
Rama Market
MARKET IS KNOWN FOR:
Household Items
RESTURANTS IN MARKET PLACE:
Casual, Fast Food, Local, Family Type
RELIGIOUS PLACES IN MARKET:
Shri Parmahant Adatya Mat Shri Mandir - Shri Anadpur Sathsang Ashram"
0,"Sparsh Hospitals, Bangalore","APPOINTMENT LINK
- not available -"
1,"Sparsh Hospitals, Bangalore","INTERNATIONAL CUISINES
* Indian"
2,"Sparsh Hospitals, Bangalore","INTERNATIONAL RECOGNITIONS
We Have A Comprehensive Collaboration With The World Renowned ENDO-Klinik Of Hamburg, Germany. ENDO-Klinik Is One Of The Premier And Foremost Joint Reconstruction Centres In The World. Society For Aid To Children Inoperable In Mauritius(S.A.C.I.M)"
3,"Sparsh Hospitals, Bangalore","ISO DETAILS
- Not Available -"
4,"Sparsh Hospitals, Bangalore","LANGUAGES
* English
* Arabic
* French
* Spanish"
5,"Sparsh Hospitals, Bangalore","CERTIFICATES
* NABH"
6,"Sparsh Hospitals, Bangalore","ROOMS
* Deluxe
* Suites
* Special Rooms
* Executive"
7,"Sparsh Hospitals, Bangalore",
8,"Sparsh Hospitals, Bangalore",
9,"Sparsh Hospitals, Bangalore",
10,"Sparsh Hospitals, Bangalore",
11,"Sparsh Hospitals, Bangalore",
12,"Sparsh Hospitals, Bangalore",
13,"Sparsh Hospitals, Bangalore",
14,"Sparsh Hospitals, Bangalore",
15,"Sparsh Hospitals, Bangalore",
16,"Sparsh Hospitals, Bangalore",
17,"Sparsh Hospitals, Bangalore",
18,"Sparsh Hospitals, Bangalore",
19,"Sparsh Hospitals, Bangalore",
20,"Sparsh Hospitals, Bangalore",
21,"Sparsh Hospitals, Bangalore",
22,"Sparsh Hospitals, Bangalore",
23,"Sparsh Hospitals, Bangalore",
24,"Sparsh Hospitals, Bangalore",
25,"Sparsh Hospitals, Bangalore",
26,"Sparsh Hospitals, Bangalore",
27,"Sparsh Hospitals, Bangalore",
28,"Sparsh Hospitals, Bangalore",
29,"Sparsh Hospitals, Bangalore",
30,"Sparsh Hospitals, Bangalore",
31,"Sparsh Hospitals, Bangalore",
32,"Sparsh Hospitals, Bangalore",
33,"Sparsh Hospitals, Bangalore",
34,"Sparsh Hospitals, Bangalore",
35,"Sparsh Hospitals, Bangalore",
36,"Sparsh Hospitals, Bangalore",
37,"Sparsh Hospitals, Bangalore",
38,"Sparsh Hospitals, Bangalore",
39,"Sparsh Hospitals, Bangalore",
40,"Sparsh Hospitals, Bangalore",
41,"Sparsh Hospitals, Bangalore",
42,"Sparsh Hospitals, Bangalore",
43,"Sparsh Hospitals, Bangalore",
44,"Sparsh Hospitals, Bangalore",
45,"Sparsh Hospitals, Bangalore",
46,"Sparsh Hospitals, Bangalore",
47,"Sparsh Hospitals, Bangalore",
48,"Sparsh Hospitals, Bangalore",
49,"Sparsh Hospitals, Bangalore",
50,"Sparsh Hospitals, Bangalore",
51,"Sparsh Hospitals, Bangalore",
52,"Sparsh Hospitals, Bangalore",
53,"Sparsh Hospitals, Bangalore",
54,"Sparsh Hospitals, Bangalore",
55,"Sparsh Hospitals, Bangalore",
56,"Sparsh Hospitals, Bangalore",
57,"Sparsh Hospitals, Bangalore",
58,"Sparsh Hospitals, Bangalore",
59,"Sparsh Hospitals, Bangalore",
60,"Sparsh Hospitals, Bangalore",
61,"Sparsh Hospitals, Bangalore",
62,"Sparsh Hospitals, Bangalore",
63,"Sparsh Hospitals, Bangalore",
64,"Sparsh Hospitals, Bangalore",
65,"Sparsh Hospitals, Bangalore",
66,"Sparsh Hospitals, Bangalore",
67,"Sparsh Hospitals, Bangalore",
68,"Sparsh Hospitals, Bangalore",
69,"Sparsh Hospitals, Bangalore",
70,"Sparsh Hospitals, Bangalore",
71,"Sparsh Hospitals, Bangalore","HOTEL'S NAME:
Iris Hotel
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
60
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://irishotel.biz"
72,"Sparsh Hospitals, Bangalore","HOTEL'S NAME:
Radha Regent Bengaluru
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
100
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://radharegent.com"
73,"Sparsh Hospitals, Bangalore","SIGHT'S NAME:
Tipu Sultan Summer Palace
SIGHTS' ADDRESS:
Allbert Victor Road
SIGHT DISTANCE FROM HOSPITAL (IN KM):
22.0
CONNECTIVITY:
Tourist Buses, Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
74,"Sparsh Hospitals, Bangalore","MARKET NAME:
Vittal Mallya
MARKET IS KNOWN FOR:
Departmental Store, International Brands – Lifestyle, Accessories, Clothing
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages
RELIGIOUS PLACES IN MARKET:
Temple – Manjunatha Swami Temple Balaji Venkateshwar Temple Church – Bethel AG Church Hope Baptist Church"
75,Soukya International Holistic Health Centre,"APPOINTMENT LINK
- not available -"
76,Soukya International Holistic Health Centre,"INTERNATIONAL CUISINES
* Indian"
77,Soukya International Holistic Health Centre,"INTERNATIONAL RECOGNITIONS
- Not Available -"
78,Soukya International Holistic Health Centre,"ISO DETAILS
- Not Available -"
79,Soukya International Holistic Health Centre,"LANGUAGES
* English
* Telugu
* Malyalam
* Tamil"
80,Soukya International Holistic Health Centre,"CERTIFICATES
* NABH"
81,Soukya International Holistic Health Centre,"ROOMS
* Deluxe
* Suites
* Special Rooms
* Executive"
82,Soukya International Holistic Health Centre,
83,Soukya International Holistic Health Centre,
84,Soukya International Holistic Health Centre,
85,Soukya International Holistic Health Centre,
86,Soukya International Holistic Health Centre,
87,Soukya International Holistic Health Centre,
88,Soukya International Holistic Health Centre,
89,Soukya International Holistic Health Centre,
90,Soukya International Holistic Health Centre,
91,Soukya International Holistic Health Centre,
92,Soukya International Holistic Health Centre,
93,Soukya International Holistic Health Centre,
94,Soukya International Holistic Health Centre,
95,Soukya International Holistic Health Centre,
96,Soukya International Holistic Health Centre,
97,Soukya International Holistic Health Centre,
98,Soukya International Holistic Health Centre,
99,Soukya International Holistic Health Centre,
100,Soukya International Holistic Health Centre,
101,Soukya International Holistic Health Centre,
102,Soukya International Holistic Health Centre,
103,Soukya International Holistic Health Centre,
104,Soukya International Holistic Health Centre,
105,Soukya International Holistic Health Centre,
106,Soukya International Holistic Health Centre,
107,Soukya International Holistic Health Centre,
108,Soukya International Holistic Health Centre,
109,Soukya International Holistic Health Centre,"HOTEL'S NAME:
Four Points By Sheraton Bengaluru Whitefield
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
6.0
ROOM COUNT:
129
PRICE RANGE (INR):
4500
PRICE RANGE (USD):
59
HOTELS LINK:
http://starwoodhotels.com/fourpoints/property/overview/index.html?propertyid=4037"
110,Soukya International Holistic Health Centre,"HOTEL'S NAME:
Royal Orchid Suites,
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
7.0
ROOM COUNT:
88
PRICE RANGE (INR):
3500
PRICE RANGE (USD):
46
HOTELS LINK:
http://royalorchidhotels.com/royal-orchid-suites-bangalore/overview.asp#"
